rtTitle,Subregion,rgDesc,TradeValue
Cyprus,Afghanistan,Import,111563
Cyprus,Algeria,Export,597885
Cyprus,Algeria,Import,355979
Cyprus,Algeria,Re-Export,176832
Cyprus,Armenia,Export,477334
Cyprus,Armenia,Re-Export,243581
Cyprus,Azerbaijan,Export,118757
Cyprus,Azerbaijan,Re-Export,99339
Cyprus,Bahrain,Export,1144035
Cyprus,Bahrain,Import,286940
Cyprus,Bahrain,Re-Export,54416
Cyprus,Djibouti,Export,1442725
Cyprus,Djibouti,Import,37679
Cyprus,Djibouti,Re-Export,339660
Cyprus,Georgia,Export,263883
Cyprus,Georgia,Import,2122
Cyprus,Georgia,Re-Export,255370
Cyprus,Iraq,Export,600309
Cyprus,Iraq,Import,14179473
Cyprus,Iraq,Re-Export,108960
Cyprus,Israel,Export,38182636
Cyprus,Israel,Import,99752843
Cyprus,Israel,Re-Export,23645952
Cyprus,Jordan,Export,11624671
Cyprus,Jordan,Import,590883
Cyprus,Jordan,Re-Export,5842804
Cyprus,Kuwait,Export,4407216
Cyprus,Kuwait,Import,47226
Cyprus,Kuwait,Re-Export,1788445
Cyprus,Lebanon,Export,64835231
Cyprus,Lebanon,Import,4883347
Cyprus,Lebanon,Re-Export,19331598
Cyprus,Libya,Export,13282343
Cyprus,Libya,Import,7785166
Cyprus,Libya,Re-Export,6511197
Cyprus,Malta,Export,2364785
Cyprus,Malta,Import,716437
Cyprus,Malta,Re-Export,914536
Cyprus,Mauritania,Export,31374
Cyprus,Mauritania,Import,52904
Cyprus,Morocco,Export,1532121
Cyprus,Morocco,Import,3311187
Cyprus,Morocco,Re-Export,213977
Cyprus,Oman,Export,4217495
Cyprus,Oman,Import,333548
Cyprus,Oman,Re-Export,299249
Cyprus,Pakistan,Export,534318
Cyprus,Pakistan,Import,5246568
Cyprus,Pakistan,Re-Export,115644
Cyprus,Saudi Arabia,Export,17124769
Cyprus,Saudi Arabia,Import,10028585
Cyprus,Saudi Arabia,Re-Export,7702225
Cyprus,United Arab Emirates,Export,67752641
Cyprus,United Arab Emirates,Import,2635564
Cyprus,United Arab Emirates,Re-Export,54095415
Cyprus,World,Export,1155003967
Cyprus,World,Import,3287331076
Cyprus,World,Re-Export,802599648
Cyprus,Yemen,Export,2621495
Cyprus,Yemen,Import,5330
Cyprus,Yemen,Re-Export,476964
