yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Import,Mauritania,World,81.0,Other base metals; cermets; articles thereof,28711.0,,20.2540382,-9.2399263,-36.8535712,174.7456809
2014,2014.0,Import,Mauritania,France,81.0,Other base metals; cermets; articles thereof,28330.0,,20.2540382,-9.2399263,46.603354,1.8883335
2014,2014.0,Import,Mauritania,Lebanon,81.0,Other base metals; cermets; articles thereof,381.0,,20.2540382,-9.2399263,33.8750629,35.843409
