yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Export,Bahrain,World,81.0,Other base metals; cermets; articles thereof,11822.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2009,2009.0,Export,Bahrain,Saudi Arabia,81.0,Other base metals; cermets; articles thereof,9564.0,,26.1551249,50.5344606,25.6242618,42.3528328
2009,2009.0,Export,Bahrain,India,81.0,Other base metals; cermets; articles thereof,2258.0,,26.1551249,50.5344606,22.3511148,78.6677428
