rtTitle,yr,rgDesc,cmdDescE,cmdCode
Comoros,2019,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",11
Comoros,2019,Import,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,47
Comoros,2019,Import,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",86
Comoros,2019,Import,Raw hides and skins (other than furskins) and leather,41
Comoros,2019,Import,Rubber and articles thereof,40
Comoros,2019,Import,"Salt; sulphur; earths, stone; plastering materials, lime and cement",25
Comoros,2019,Import,"Ships, boats and floating structures",89
Comoros,2019,Import,Silk,50
Comoros,2019,Import,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",34
Comoros,2019,Import,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",68
Comoros,2019,Import,Sugars and sugar confectionery,17
Comoros,2019,Import,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",32
Comoros,2019,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",59
Comoros,2019,Import,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",63
Comoros,2019,Import,Tin; articles thereof,80
Comoros,2019,Import,Tobacco and manufactured tobacco substitutes,24
Comoros,2019,Import,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",82
Comoros,2019,Import,"Toys, games and sports requisites; parts and accessories thereof",95
Comoros,2019,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",6
Comoros,2019,Import,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",66
Comoros,2019,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,14
Comoros,2019,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,53
Comoros,2019,Import,Vegetables and certain roots and tubers; edible,7
Comoros,2019,Import,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",87
Comoros,2019,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",56
Comoros,2019,Import,Wood and articles of wood; wood charcoal,44
Comoros,2019,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",51
Comoros,2019,Import,Works of art; collectors' pieces and antiques,97
Comoros,2019,Import,Zinc and articles thereof,79
Comoros,2020,Export,Aluminium and articles thereof,76
Comoros,2020,Export,Apparel and clothing accessories; knitted or crocheted,61
Comoros,2020,Export,Apparel and clothing accessories; not knitted or crocheted,62
Comoros,2020,Export,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",42
Comoros,2020,Export,"Beverages, spirits and vinegar",22
Comoros,2020,Export,Carpets and other textile floor coverings,57
Comoros,2020,Export,Ceramic products,69
Comoros,2020,Export,Cocoa and cocoa preparations,18
Comoros,2020,Export,"Coffee, tea, mate and spices",9
Comoros,2020,Export,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85
Comoros,2020,Export,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33
Comoros,2020,Export,Footwear; gaiters and the like; parts of such articles,64
Comoros,2020,Export,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",94
Comoros,2020,Export,Glass and glassware,70
Comoros,2020,Export,Iron and steel,72
Comoros,2020,Export,Iron or steel articles,73
Comoros,2020,Export,Metal; miscellaneous products of base metal,83
Comoros,2020,Export,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27
Comoros,2020,Export,Miscellaneous manufactured articles,96
Comoros,2020,Export,Musical instruments; parts and accessories of such articles,92
Comoros,2020,Export,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71
Comoros,2020,Export,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84
Comoros,2020,Export,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90
Comoros,2020,Export,"Paper and paperboard; articles of paper pulp, of paper or paperboard",48
Comoros,2020,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",49
Comoros,2020,Export,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",86
Comoros,2020,Export,Rubber and articles thereof,40
Comoros,2020,Export,"Salt; sulphur; earths, stone; plastering materials, lime and cement",25
Comoros,2020,Export,"Ships, boats and floating structures",89
Comoros,2020,Export,Tobacco and manufactured tobacco substitutes,24
Comoros,2020,Export,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",82
Comoros,2020,Export,"Toys, games and sports requisites; parts and accessories thereof",95
Comoros,2020,Export,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",87
Comoros,2020,Export,Wood and articles of wood; wood charcoal,44
Comoros,2020,Export,Works of art; collectors' pieces and antiques,97
Comoros,2020,Import,"Aircraft, spacecraft and parts thereof",88
Comoros,2020,Import,Albuminoidal substances; modified starches; glues; enzymes,35
Comoros,2020,Import,Aluminium and articles thereof,76
Comoros,2020,Import,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,15
Comoros,2020,Import,Animal originated products; not elsewhere specified or included,5
Comoros,2020,Import,Animals; live,1
Comoros,2020,Import,Apparel and clothing accessories; knitted or crocheted,61
Comoros,2020,Import,Apparel and clothing accessories; not knitted or crocheted,62
Comoros,2020,Import,Arms and ammunition; parts and accessories thereof,93
Comoros,2020,Import,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",42
Comoros,2020,Import,"Beverages, spirits and vinegar",22
Comoros,2020,Import,Carpets and other textile floor coverings,57
Comoros,2020,Import,Ceramic products,69
Comoros,2020,Import,Cereals,10
Comoros,2020,Import,Chemical products n.e.c.,38
Comoros,2020,Import,Clocks and watches and parts thereof,91
Comoros,2020,Import,Cocoa and cocoa preparations,18
Comoros,2020,Import,"Coffee, tea, mate and spices",9
Comoros,2020,Import,Copper and articles thereof,74
Comoros,2020,Import,Cork and articles of cork,45
Comoros,2020,Import,Cotton,52
Comoros,2020,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",4
Comoros,2020,Import,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85
Comoros,2020,Import,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33
Comoros,2020,Import,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,36
Comoros,2020,Import,Fabrics; knitted or crocheted,60
Comoros,2020,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",58
Comoros,2020,Import,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",67
Comoros,2020,Import,Fertilizers,31
Comoros,2020,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",3
Comoros,2020,Import,"Food industries, residues and wastes thereof; prepared animal fodder",23
Comoros,2020,Import,Footwear; gaiters and the like; parts of such articles,64
Comoros,2020,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",8
Comoros,2020,Import,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",94
Comoros,2020,Import,Furskins and artificial fur; manufactures thereof,43
Comoros,2020,Import,Glass and glassware,70
Comoros,2020,Import,Headgear and parts thereof,65
Comoros,2020,Import,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",28
Comoros,2020,Import,Iron and steel,72
Comoros,2020,Import,Iron or steel articles,73
Comoros,2020,Import,"Lac; gums, resins and other vegetable saps and extracts",13
Comoros,2020,Import,Lead and articles thereof,78
Comoros,2020,Import,Man-made filaments; strip and the like of man-made textile materials,54
Comoros,2020,Import,Man-made staple fibres,55
Comoros,2020,Import,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",46
Comoros,2020,Import,Meat and edible meat offal,2
Comoros,2020,Import,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",16
Comoros,2020,Import,Metal; miscellaneous products of base metal,83
Comoros,2020,Import,"Metals; n.e.c., cermets and articles thereof",81
Comoros,2020,Import,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27
Comoros,2020,Import,Miscellaneous edible preparations,21
Comoros,2020,Import,Miscellaneous manufactured articles,96
Comoros,2020,Import,Musical instruments; parts and accessories of such articles,92
Comoros,2020,Import,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",71
Comoros,2020,Import,Nickel and articles thereof,75
Comoros,2020,Import,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",84
Comoros,2020,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",12
Comoros,2020,Import,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90
Comoros,2020,Import,"Ores, slag and ash",26
Comoros,2020,Import,Organic chemicals,29
Comoros,2020,Import,"Paper and paperboard; articles of paper pulp, of paper or paperboard",48
Comoros,2020,Import,Pharmaceutical products,30
Comoros,2020,Import,Photographic or cinematographic goods,37
Comoros,2020,Import,Plastics and articles thereof,39
Comoros,2020,Import,"Preparations of cereals, flour, starch or milk; pastrycooks' products",19
Comoros,2020,Import,"Preparations of vegetables, fruit, nuts or other parts of plants",20
Comoros,2020,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",49
Comoros,2020,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",11
