yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,12458,35.8885993,14.4476911,-16.85099460447687,133.4130365630627
2005,2005,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,470951,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2005,2005,Import,Malta,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,1762,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2005,2005,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,2116011,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2005,2005,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,37126,35.8885993,14.4476911,26.42921218083572,52.86847103284948
2005,2005,Import,Malta,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,944738,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2005,2005,Import,Malta,11,Products of the milling industry; malt; starches; inulin,World,World,3583047,35.8885993,14.4476911,,
