yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,17793,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2009,2009,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,84997,26.1551249,50.5344606,,
2009,2009,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Djibouti, Djibouti,2383,26.1551249,50.5344606,,
2009,2009,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Kuwait, Kuwait,12888,26.1551249,50.5344606,,
2009,2009,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Qatar, Qatar,13348,26.1551249,50.5344606,,
2009,2009,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Saudi Arabia, Saudi Arabia,16085,26.1551249,50.5344606,,
2009,2009,Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten, United Arab Emirates, United Arab Emirates,22500,26.1551249,50.5344606,,
