yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,World,World,211304,31.1667049,36.941628,,
2002,2002,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Iraq, Iraq,28133,31.1667049,36.941628,,
2002,2002,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Kuwait, Kuwait,846,31.1667049,36.941628,,
2002,2002,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Qatar, Qatar,7052,31.1667049,36.941628,,
2002,2002,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,16832,31.1667049,36.941628,,
2002,2002,Export,Jordan,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,34540,31.1667049,36.941628,,
