yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,1132161,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,10196,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,16857239,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,334612,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,165195,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,1641812,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,14047440,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,13123425,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,2702903,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,2002,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,6501045,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,430136,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,5578,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,3942,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,799840,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,28129149,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,119738984,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,1728,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Cyprus, Cyprus,5903,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,7554,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,579,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,26564,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,51206,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,259525,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,2467,24.0002488,53.9994829,,
2016,2016,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,3265932,24.0002488,53.9994829,,
