yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Export,Cyprus,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",333729.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2017,2017.0,Export,Cyprus,Angola,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",78.0,,34.9823018,33.1451285,-11.8775768,17.5691241
2017,2017.0,Export,Cyprus,Cameroon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",78.0,,34.9823018,33.1451285,4.6125522,13.1535811
2017,2017.0,Export,Cyprus,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",37072.0,,34.9823018,33.1451285,35.000074,104.999927
2017,2017.0,Export,Cyprus,Ethiopia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",157.0,,34.9823018,33.1451285,10.2116702,38.6521203
2017,2017.0,Export,Cyprus,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2308.0,,34.9823018,33.1451285,51.1638175,10.4478313
2017,2017.0,Export,Cyprus,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",57810.0,,34.9823018,33.1451285,38.9953683,21.9877132
2017,2017.0,Export,Cyprus,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",339.0,,34.9823018,33.1451285,32.6475314,54.5643516
2017,2017.0,Export,Cyprus,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",39773.0,,34.9823018,33.1451285,30.8124247,34.8594762
2017,2017.0,Export,Cyprus,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4255.0,,34.9823018,33.1451285,33.8750629,35.843409
2017,2017.0,Export,Cyprus,Liberia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",78.0,,34.9823018,33.1451285,5.7499721,-9.3658524
2017,2017.0,Export,Cyprus,Malta,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3838.0,,34.9823018,33.1451285,35.8885993,14.4476911
2017,2017.0,Export,Cyprus,Montenegro,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3255.0,,34.9823018,33.1451285,42.9868853,19.5180992
2017,2017.0,Export,Cyprus,"Other Europe, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",628.0,,34.9823018,33.1451285,,
2017,2017.0,Export,Cyprus,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",38036.0,,34.9823018,33.1451285,60.5000209,9.0999715
2017,2017.0,Export,Cyprus,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",470.0,,34.9823018,33.1451285,30.3308401,71.247499
2017,2017.0,Export,Cyprus,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",508.0,,34.9823018,33.1451285,25.3336984,51.2295295
2017,2017.0,Export,Cyprus,Sao Tome and Principe,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1540.0,,34.9823018,33.1451285,0.9713095,7.02255
2017,2017.0,Export,Cyprus,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",16754.0,,34.9823018,33.1451285,25.6242618,42.3528328
2017,2017.0,Export,Cyprus,Serbia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",98159.0,,34.9823018,33.1451285,44.1534121,20.55144
2017,2017.0,Export,Cyprus,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2113.0,,34.9823018,33.1451285,1.357107,103.8194992
2017,2017.0,Export,Cyprus,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3518.0,,34.9823018,33.1451285,-28.8166236,24.991639
2017,2017.0,Export,Cyprus,Togo,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",157.0,,34.9823018,33.1451285,8.7800265,1.0199765
2017,2017.0,Export,Cyprus,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10714.0,,34.9823018,33.1451285,24.0002488,53.9994829
2017,2017.0,Export,Cyprus,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",875.0,,34.9823018,33.1451285,49.4871968,31.2718321
2017,2017.0,Export,Cyprus,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5843.0,,34.9823018,33.1451285,26.2540493,29.2675469
2017,2017.0,Export,Cyprus,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5362.0,,34.9823018,33.1451285,39.7837304,-100.445882
