yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,2228,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,3877337,31.1667049,36.941628,37.977378106878206,73.97804075806764
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,283916,31.1667049,36.941628,51.67568633314729,27.673469819741847
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,1282958,31.1667049,36.941628,,
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,466130,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1862424,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,2398639,31.1667049,36.941628,59.36075159783851,25.01346951967388
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,383954,31.1667049,36.941628,10.528384761701911,103.08333472012376
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,2297351,31.1667049,36.941628,40.12399607988535,20.742583178432696
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,10380,31.1667049,36.941628,6.06272746187266,22.727528470146083
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2633901,31.1667049,36.941628,26.42921218083572,52.86847103284948
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,4644187,31.1667049,36.941628,47.92172048214207,7.866753258497997
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,24245348,31.1667049,36.941628,,
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,9060,31.1667049,36.941628,,
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,6131,31.1667049,36.941628,,
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,323936,31.1667049,36.941628,,
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2420634,31.1667049,36.941628,,
2021,2021,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,635459,31.1667049,36.941628,,
