yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Australia and New Zealand,Oceania,4257,25.3336984,51.2295295,-16.85099460447687,133.4130365630627
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,5931171,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Europe,Europe,24616,25.3336984,51.2295295,51.67568633314729,27.673469819741847
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Egypt,Egypt,21833,25.3336984,51.2295295,,
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Latin America and the Caribbean,Americas,13081,25.3336984,51.2295295,17.925141963241547,-78.01492950057497
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern America,Americas,272008,25.3336984,51.2295295,43.897683433510366,-100.08947125585888
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Europe,Europe,501798,25.3336984,51.2295295,59.36075159783851,25.01346951967388
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,South-eastern Asia,Asia,1628476,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Asia,Asia,25275,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Europe,Europe,1306753,25.3336984,51.2295295,40.12399607988535,20.742583178432696
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Sub-Saharan Africa,Africa,4315,25.3336984,51.2295295,6.06272746187266,22.727528470146083
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,872583,25.3336984,51.2295295,26.42921218083572,52.86847103284948
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,1110605,25.3336984,51.2295295,47.92172048214207,7.866753258497997
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,15139608,25.3336984,51.2295295,,
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Jordan, Jordan,2502,25.3336984,51.2295295,,
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Kuwait, Kuwait,7045,25.3336984,51.2295295,,
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Lebanon, Lebanon,11892,25.3336984,51.2295295,,
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Morocco, Morocco,1091,25.3336984,51.2295295,,
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Pakistan, Pakistan,731388,25.3336984,51.2295295,,
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Saudi Arabia, Saudi Arabia,62575,25.3336984,51.2295295,,
2012,2012,Import,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,United Arab Emirates, United Arab Emirates,117834,25.3336984,51.2295295,,
