yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Australia and New Zealand,Oceania,71059
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Eastern Asia,Asia,51424
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Eastern Europe,Europe,724780
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Latin America and the Caribbean,Americas,14533
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Northern Africa,Africa,5451
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Northern America,Americas,85146
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Northern Europe,Europe,1495466
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,South-eastern Asia,Asia,8391
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Southern Asia,Asia,10726
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Southern Europe,Europe,8030140
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Sub-Saharan Africa,Africa,94033
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Western Asia,Asia,17532
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,Western Europe,Europe,12401165
2021,2021,Import,Cyprus,17,Sugars and sugar confectionery,World,World,24871908
