rtTitle,Subregion,rgDesc,TradeValue
Qatar,Afghanistan,Export,318797
Qatar,Afghanistan,Import,14200
Qatar,Afghanistan,Re-Export,190634
Qatar,Algeria,Export,44161370
Qatar,Algeria,Import,622171
Qatar,Algeria,Re-Export,2561863
Qatar,Armenia,Export,488128
Qatar,Armenia,Import,2296799
Qatar,Armenia,Re-Export,144035
Qatar,Azerbaijan,Export,853411
Qatar,Azerbaijan,Import,190724
Qatar,Azerbaijan,Re-Export,411558
Qatar,Comoros,Export,17211902
Qatar,Cyprus,Export,1261655
Qatar,Cyprus,Import,9269462
Qatar,Cyprus,Re-Export,290430
Qatar,Djibouti,Export,56582863
Qatar,Djibouti,Import,233963
Qatar,Djibouti,Re-Export,221750
Qatar,Georgia,Export,2355964
Qatar,Georgia,Import,1695096
Qatar,Georgia,Re-Export,61722
Qatar,Iraq,Export,170709275
Qatar,Iraq,Import,16965600
Qatar,Iraq,Re-Export,22807641
Qatar,Jordan,Export,62798125
Qatar,Jordan,Import,124728172
Qatar,Jordan,Re-Export,3235994
Qatar,Kuwait,Export,803546120
Qatar,Kuwait,Import,253223150
Qatar,Kuwait,Re-Export,143001720
Qatar,Lebanon,Export,44731474
Qatar,Lebanon,Import,110576812
Qatar,Lebanon,Re-Export,17093080
Qatar,Libya,Export,5391518
Qatar,Libya,Import,2761334
Qatar,Libya,Re-Export,4456356
Qatar,Malta,Export,30257808
Qatar,Malta,Import,4851205
Qatar,Malta,Re-Export,22319503
Qatar,Mauritania,Export,1356116
Qatar,Mauritania,Re-Export,560611
Qatar,Morocco,Export,48601256
Qatar,Morocco,Import,32145320
Qatar,Morocco,Re-Export,2870811
Qatar,Oman,Export,537809700
Qatar,Oman,Import,904277714
Qatar,Oman,Re-Export,300101046
Qatar,Pakistan,Export,1906299971
Qatar,Pakistan,Import,75672258
Qatar,Pakistan,Re-Export,7030654
Qatar,Saudi Arabia,Import,52529
Qatar,State of Palestine,Export,227074
Qatar,State of Palestine,Import,2229094
Qatar,State of Palestine,Re-Export,27075
Qatar,United Arab Emirates,Export,1075534742
Qatar,United Arab Emirates,Import,14820542
Qatar,United Arab Emirates,Re-Export,49707254
Qatar,Yemen,Export,3986465
Qatar,Yemen,Import,1450712
Qatar,Yemen,Re-Export,3762197
