yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,29720,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2010,2010,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,World,World,3913123,25.3336984,51.2295295,,
2010,2010,Export,Qatar,11,Products of the milling industry; malt; starches; inulin, Bahrain, Bahrain,109229,25.3336984,51.2295295,,
2010,2010,Export,Qatar,11,Products of the milling industry; malt; starches; inulin, Kuwait, Kuwait,83688,25.3336984,51.2295295,,
2010,2010,Export,Qatar,11,Products of the milling industry; malt; starches; inulin, Saudi Arabia, Saudi Arabia,3262712,25.3336984,51.2295295,,
2010,2010,Export,Qatar,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,427773,25.3336984,51.2295295,,
