yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Qatar,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,318040.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2009,2009.0,Re-Export,Qatar,Bahrain,35.0,Albuminoidal substances; modified starches; glues; enzymes,208.0,,25.3336984,51.2295295,26.1551249,50.5344606
2009,2009.0,Re-Export,Qatar,Italy,35.0,Albuminoidal substances; modified starches; glues; enzymes,239.0,,25.3336984,51.2295295,42.6384261,12.674297
2009,2009.0,Re-Export,Qatar,Jordan,35.0,Albuminoidal substances; modified starches; glues; enzymes,8424.0,,25.3336984,51.2295295,31.1667049,36.941628
2009,2009.0,Re-Export,Qatar,Kuwait,35.0,Albuminoidal substances; modified starches; glues; enzymes,6017.0,,25.3336984,51.2295295,29.2733964,47.4979476
2009,2009.0,Re-Export,Qatar,Oman,35.0,Albuminoidal substances; modified starches; glues; enzymes,47649.0,,25.3336984,51.2295295,21.0000287,57.0036901
2009,2009.0,Re-Export,Qatar,Pakistan,35.0,Albuminoidal substances; modified starches; glues; enzymes,50671.0,,25.3336984,51.2295295,30.3308401,71.247499
2009,2009.0,Re-Export,Qatar,Saudi Arabia,35.0,Albuminoidal substances; modified starches; glues; enzymes,155790.0,,25.3336984,51.2295295,25.6242618,42.3528328
2009,2009.0,Re-Export,Qatar,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,49042.0,,25.3336984,51.2295295,24.0002488,53.9994829
