yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,349955,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,940728,31.1667049,36.941628,37.977378106878206,73.97804075806764
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,389974,31.1667049,36.941628,51.67568633314729,27.673469819741847
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,275001,31.1667049,36.941628,,
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,515363,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1365304,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1410546,31.1667049,36.941628,59.36075159783851,25.01346951967388
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,473534,31.1667049,36.941628,10.528384761701911,103.08333472012376
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1268188,31.1667049,36.941628,40.12399607988535,20.742583178432696
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,3831,31.1667049,36.941628,6.06272746187266,22.727528470146083
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1075338,31.1667049,36.941628,26.42921218083572,52.86847103284948
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3417145,31.1667049,36.941628,47.92172048214207,7.866753258497997
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,15393155,31.1667049,36.941628,,
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,9154,31.1667049,36.941628,,
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,3532,31.1667049,36.941628,,
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,3182,31.1667049,36.941628,,
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,466,31.1667049,36.941628,,
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,3000582,31.1667049,36.941628,,
2011,2011,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,302376,31.1667049,36.941628,,
