yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,17793,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2009,2009,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,52782,26.1551249,50.5344606,,
2009,2009,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Djibouti, Djibouti,2383,26.1551249,50.5344606,,
2009,2009,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Kuwait, Kuwait,654,26.1551249,50.5344606,,
2009,2009,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Qatar, Qatar,1279,26.1551249,50.5344606,,
2009,2009,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Saudi Arabia, Saudi Arabia,15380,26.1551249,50.5344606,,
2009,2009,Re-Export,Bahrain,11,Products of the milling industry; malt; starches; inulin; wheat gluten, United Arab Emirates, United Arab Emirates,15293,26.1551249,50.5344606,,
