yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,348908,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Central Asia,Asia,16841,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,163815,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,93753,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,58265,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,464436,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,89558,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,7803104,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,1846825,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,17836,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,19487663,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Tunisia,Tunisia,27229,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,409073,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,38212,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin,World,World,87932559,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Afghanistan, Afghanistan,78356,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Algeria, Algeria,142958,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Bahrain, Bahrain,5199114,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Comoros, Comoros,38728,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Cyprus, Cyprus,420,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Djibouti, Djibouti,885400,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Iraq, Iraq,19219956,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Jordan, Jordan,1806223,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Kuwait, Kuwait,571478,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Lebanon, Lebanon,268792,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Libya, Libya,744613,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Mauritania, Mauritania,563555,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Morocco, Morocco,1419,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Oman, Oman,44396,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Pakistan, Pakistan,373986,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Qatar, Qatar,2197001,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Saudi Arabia, Saudi Arabia,1502458,24.0002488,53.9994829,,
2004,2004,Export,United Arab Emirates,11,Products of the milling industry; malt; starches; inulin, Yemen, Yemen,21589699,24.0002488,53.9994829,,
