yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,2201,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,3089567,31.1667049,36.941628,37.977378106878206,73.97804075806764
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,537605,31.1667049,36.941628,51.67568633314729,27.673469819741847
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,237101,31.1667049,36.941628,,
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,1216982,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,3323581,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,2382950,31.1667049,36.941628,59.36075159783851,25.01346951967388
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,545092,31.1667049,36.941628,10.528384761701911,103.08333472012376
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,2133866,31.1667049,36.941628,40.12399607988535,20.742583178432696
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,60968,31.1667049,36.941628,6.06272746187266,22.727528470146083
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,828158,31.1667049,36.941628,26.42921218083572,52.86847103284948
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,4446347,31.1667049,36.941628,47.92172048214207,7.866753258497997
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,22857823,31.1667049,36.941628,,
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,8076,31.1667049,36.941628,,
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,3137,31.1667049,36.941628,,
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2988978,31.1667049,36.941628,,
2014,2014,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,428730,31.1667049,36.941628,,
