rtTitle,Subregion,rgDesc,TradeValue
Oman,Afghanistan,Export,29393
Oman,Afghanistan,Import,5258
Oman,Algeria,Export,4378465
Oman,Algeria,Import,59738
Oman,Algeria,Re-Export,4046
Oman,Armenia,Export,13573
Oman,Armenia,Re-Export,260
Oman,Azerbaijan,Export,4634
Oman,Azerbaijan,Import,44
Oman,Azerbaijan,Re-Export,4504
Oman,Bahrain,Export,94154015
Oman,Bahrain,Import,273893513
Oman,Bahrain,Re-Export,4645559
Oman,Comoros,Export,623416
Oman,Comoros,Re-Export,1859
Oman,Cyprus,Export,1306600
Oman,Cyprus,Import,7277326
Oman,Cyprus,Re-Export,8290
Oman,Djibouti,Export,76849426
Oman,Djibouti,Import,1037653
Oman,Djibouti,Re-Export,52478792
Oman,Georgia,Export,90238
Oman,Georgia,Import,39069
Oman,Georgia,Re-Export,7576
Oman,Iraq,Export,123417842
Oman,Iraq,Import,260774628
Oman,Iraq,Re-Export,75353427
Oman,Jordan,Export,23738055
Oman,Jordan,Import,46963267
Oman,Jordan,Re-Export,272905
Oman,Kuwait,Export,304048740
Oman,Kuwait,Import,25615430
Oman,Kuwait,Re-Export,5429146
Oman,Lebanon,Export,32173964
Oman,Lebanon,Import,19611588
Oman,Lebanon,Re-Export,22111422
Oman,Libya,Export,9034847
Oman,Libya,Re-Export,865395
Oman,Malta,Export,46373
Oman,Malta,Import,495936
Oman,Mauritania,Export,571099
Oman,Mauritania,Import,52
Oman,Mauritania,Re-Export,3802
Oman,Morocco,Export,8656900
Oman,Morocco,Import,1992849
Oman,Morocco,Re-Export,390
Oman,Pakistan,Export,492432084
Oman,Pakistan,Import,98531858
Oman,Pakistan,Re-Export,385495197
Oman,Qatar,Export,1062109395
Oman,Qatar,Import,312479271
Oman,Qatar,Re-Export,560476100
Oman,Saudi Arabia,Export,1221295488
Oman,Saudi Arabia,Import,648291920
Oman,Saudi Arabia,Re-Export,36388163
Oman,State of Palestine,Export,3434414
Oman,State of Palestine,Import,149212
Oman,State of Palestine,Re-Export,19141
Oman,United Arab Emirates,Export,1947112393
Oman,United Arab Emirates,Import,7732895712
Oman,United Arab Emirates,Re-Export,198364931
Oman,Yemen,Export,474649556
Oman,Yemen,Import,636742179
Oman,Yemen,Re-Export,281270167
