yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,15603,29.2733964,47.4979476,-16.85099460447687,133.4130365630627
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,4552442,29.2733964,47.4979476,37.977378106878206,73.97804075806764
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,90409,29.2733964,47.4979476,51.67568633314729,27.673469819741847
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,200827,29.2733964,47.4979476,,
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,1430,29.2733964,47.4979476,17.925141963241547,-78.01492950057497
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,4271668,29.2733964,47.4979476,43.897683433510366,-100.08947125585888
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,717154,29.2733964,47.4979476,59.36075159783851,25.01346951967388
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,571704,29.2733964,47.4979476,10.528384761701911,103.08333472012376
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,4804747,29.2733964,47.4979476,40.12399607988535,20.742583178432696
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,35156,29.2733964,47.4979476,6.06272746187266,22.727528470146083
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,429460,29.2733964,47.4979476,26.42921218083572,52.86847103284948
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,4319167,29.2733964,47.4979476,47.92172048214207,7.866753258497997
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,33586438,29.2733964,47.4979476,,
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,4685,29.2733964,47.4979476,,
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,14591,29.2733964,47.4979476,,
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,1017,29.2733964,47.4979476,,
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,19197,29.2733964,47.4979476,,
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,13141,29.2733964,47.4979476,,
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,4067930,29.2733964,47.4979476,,
2018,2018,Import,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,3585273,29.2733964,47.4979476,,
