yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2013,2013,Import,Georgia,30,Pharmaceutical products,Australia and New Zealand,Oceania,6630
2013,2013,Import,Georgia,30,Pharmaceutical products,Central Asia,Asia,768003
2013,2013,Import,Georgia,30,Pharmaceutical products,Eastern Asia,Asia,5642222
2013,2013,Import,Georgia,30,Pharmaceutical products,Eastern Europe,Europe,83053108
2013,2013,Import,Georgia,30,Pharmaceutical products,Latin America and the Caribbean,Americas,778969
2013,2013,Import,Georgia,30,Pharmaceutical products,Micronesia,Oceania,27800
2013,2013,Import,Georgia,30,Pharmaceutical products,Northern Africa,Africa,306059
2013,2013,Import,Georgia,30,Pharmaceutical products,Northern America,Americas,7221384
2013,2013,Import,Georgia,30,Pharmaceutical products,Northern Europe,Europe,27066851
2013,2013,Import,Georgia,30,Pharmaceutical products,South-eastern Asia,Asia,389619
2013,2013,Import,Georgia,30,Pharmaceutical products,Southern Asia,Asia,78055
2013,2013,Import,Georgia,30,Pharmaceutical products,Southern Europe,Europe,18208494
2013,2013,Import,Georgia,30,Pharmaceutical products,Sub-Saharan Africa,Africa,53670
2013,2013,Import,Georgia,30,Pharmaceutical products,Western Asia,Asia,53105187
2013,2013,Import,Georgia,30,Pharmaceutical products,Western Europe,Europe,106746334
2013,2013,Import,Georgia,30,Pharmaceutical products,World,World,318269282
