yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Re-Export,Bahrain,World,36.0,Explosives; pyrotechnic products; matches,1862.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2006,2006.0,Re-Export,Bahrain,Saudi Arabia,36.0,Explosives; pyrotechnic products; matches,1798.0,,26.1551249,50.5344606,25.6242618,42.3528328
2006,2006.0,Re-Export,Bahrain,United Arab Emirates,36.0,Explosives; pyrotechnic products; matches,64.0,,26.1551249,50.5344606,24.0002488,53.9994829
