yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Re-Export,Cyprus,World,4.0,Dairy produce; birds eggs; natural honey;,153580.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2006,2006.0,Re-Export,Cyprus,Greece,4.0,Dairy produce; birds eggs; natural honey;,22025.0,,34.9823018,33.1451285,38.9953683,21.9877132
2006,2006.0,Re-Export,Cyprus,United Kingdom,4.0,Dairy produce; birds eggs; natural honey;,6723.0,,34.9823018,33.1451285,54.7023545,-3.2765753
2006,2006.0,Re-Export,Cyprus,Bunkers,4.0,Dairy produce; birds eggs; natural honey;,124832.0,,34.9823018,33.1451285,42.18544695,-71.13717580263157
