yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,5,32.3293809,-83.1137366,39.89317229901691,61.060280637304274
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,347280,32.3293809,-83.1137366,37.977378106878206,73.97804075806764
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,957719,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,17964,32.3293809,-83.1137366,43.897683433510366,-100.08947125585888
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,498895,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,39430,32.3293809,-83.1137366,10.528384761701911,103.08333472012376
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,337435,32.3293809,-83.1137366,25.499703063807168,75.5024015339642
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,402127,32.3293809,-83.1137366,40.12399607988535,20.742583178432696
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,8671,32.3293809,-83.1137366,6.06272746187266,22.727528470146083
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,5073173,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1258507,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,9086003,32.3293809,-83.1137366,,
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,10495,32.3293809,-83.1137366,,
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Azerbaijan, Azerbaijan,2495,32.3293809,-83.1137366,,
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,2,32.3293809,-83.1137366,,
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,8771,32.3293809,-83.1137366,,
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,424,32.3293809,-83.1137366,,
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,305,32.3293809,-83.1137366,,
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,388,32.3293809,-83.1137366,,
2011,2011,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,121788,32.3293809,-83.1137366,,
