yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,4559,34.9823018,33.1451285,-16.85099460447687,133.4130365630627
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,447514,34.9823018,33.1451285,37.977378106878206,73.97804075806764
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,22080,34.9823018,33.1451285,51.67568633314729,27.673469819741847
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,7576,34.9823018,33.1451285,,
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,105912,34.9823018,33.1451285,17.925141963241547,-78.01492950057497
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,205446,34.9823018,33.1451285,43.897683433510366,-100.08947125585888
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1353623,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,19316,34.9823018,33.1451285,10.528384761701911,103.08333472012376
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,6789735,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2121,34.9823018,33.1451285,26.42921218083572,52.86847103284948
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3777795,34.9823018,33.1451285,47.92172048214207,7.866753258497997
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,13159284,34.9823018,33.1451285,,
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,313675,34.9823018,33.1451285,,
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,10771,34.9823018,33.1451285,,
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,14274,34.9823018,33.1451285,,
2008,2008,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,6246,34.9823018,33.1451285,,
