yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,World,World,37253,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Oman, Oman,1596,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Qatar, Qatar,1000,26.1551249,50.5344606,,
2008,2008,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,29178,26.1551249,50.5344606,,
