yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,304,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2014,2014,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,552,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2014,2014,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1678756,26.1551249,50.5344606,,
2014,2014,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,1693,26.1551249,50.5344606,,
2014,2014,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,37,26.1551249,50.5344606,,
2014,2014,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,11975,26.1551249,50.5344606,,
2014,2014,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,9293,26.1551249,50.5344606,,
2014,2014,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,1642448,26.1551249,50.5344606,,
2014,2014,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,10910,26.1551249,50.5344606,,
