yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1968,-12.2045176,44.2832964,37.977378106878206,73.97804075806764
2012,2012,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,416,-12.2045176,44.2832964,10.528384761701911,103.08333472012376
2012,2012,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,412,-12.2045176,44.2832964,6.06272746187266,22.727528470146083
2012,2012,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,14,-12.2045176,44.2832964,,
2012,2012,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2257,-12.2045176,44.2832964,26.42921218083572,52.86847103284948
2012,2012,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3389,-12.2045176,44.2832964,47.92172048214207,7.866753258497997
2012,2012,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,64261,-12.2045176,44.2832964,,
2012,2012,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,16,-12.2045176,44.2832964,,
2012,2012,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,55786,-12.2045176,44.2832964,,
