yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,70102,31.1667049,36.941628,37.977378106878206,73.97804075806764
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,617157,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,636,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2731245,31.1667049,36.941628,26.42921218083572,52.86847103284948
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,7158602,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,209566,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,870164,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,137084,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,139077,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,1253,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,5608,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,216149,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,1279311,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, State of Palestine, State of Palestine,371997,31.1667049,36.941628,,
2019,2019,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,69692,31.1667049,36.941628,,
