yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,60610378,31.17,-7.33,-16.85099460447687,133.4130365630627
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,12107859,31.17,-7.33,37.977378106878206,73.97804075806764
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,39601925,31.17,-7.33,51.67568633314729,27.673469819741847
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,248905,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,181381154,31.17,-7.33,17.925141963241547,-78.01492950057497
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Melanesia,Oceania,134,31.17,-7.33,1.0108650891006263,147.3257485906919
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,367991980,31.17,-7.33,43.897683433510366,-100.08947125585888
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,69043919,31.17,-7.33,59.36075159783851,25.01346951967388
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,54055433,31.17,-7.33,10.528384761701911,103.08333472012376
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,7313246,31.17,-7.33,25.499703063807168,75.5024015339642
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,55124283,31.17,-7.33,40.12399607988535,20.742583178432696
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,64421863,31.17,-7.33,6.06272746187266,22.727528470146083
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Sudan,Sudan,15244,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Tunisia,Tunisia,845582,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,55584532,31.17,-7.33,26.42921218083572,52.86847103284948
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,110909458,31.17,-7.33,47.92172048214207,7.866753258497997
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,World,World,1345550737,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Algeria, Algeria,15516582,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Bahrain, Bahrain,874,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Jordan, Jordan,57,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Kuwait, Kuwait,2378,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Lebanon, Lebanon,18038895,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Libya, Libya,333551,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Mauritania, Mauritania,9019994,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Oman, Oman,2586524,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Pakistan, Pakistan,20699238,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Qatar, Qatar,83,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,3149964,31.17,-7.33,,
2013,2013,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,942073,31.17,-7.33,,
