yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,246748,21.0000287,57.0036901,19.569604022535763,12.47761721199581
2002,2002,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,16021,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2002,2002,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,6231,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2002,2002,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,29324,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2002,2002,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1093786,21.0000287,57.0036901,,
