yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,6501,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2011,2011,Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,13880942,16.3471243,47.8915271,,
2011,2011,Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,43951,16.3471243,47.8915271,59.36075159783851,25.01346951967388
2011,2011,Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,3079223,16.3471243,47.8915271,6.06272746187266,22.727528470146083
2011,2011,Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,1011633,16.3471243,47.8915271,26.42921218083572,52.86847103284948
2011,2011,Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,18247687,16.3471243,47.8915271,,
2011,2011,Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Djibouti, Djibouti,6436,16.3471243,47.8915271,,
2011,2011,Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Oman, Oman,105025,16.3471243,47.8915271,,
2011,2011,Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Saudi Arabia, Saudi Arabia,21505,16.3471243,47.8915271,,
2011,2011,Export,Yemen,11,Products of the milling industry; malt; starches; inulin; wheat gluten,United Arab Emirates, United Arab Emirates,1403,16.3471243,47.8915271,,
