yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Import,Oman,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5941150368.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2013,2013.0,Import,Oman,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",117134.0,,21.0000287,57.0036901,28.0000272,2.9999825
2013,2013.0,Import,Oman,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",57057709.0,,21.0000287,57.0036901,-24.7761086,134.755
2013,2013.0,Import,Oman,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",118710.0,,21.0000287,57.0036901,47.59397,14.12456
2013,2013.0,Import,Oman,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1192746.0,,21.0000287,57.0036901,26.1551249,50.5344606
2013,2013.0,Import,Oman,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",101.0,,21.0000287,57.0036901,24.4769288,90.2934413
2013,2013.0,Import,Oman,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26178679.0,,21.0000287,57.0036901,50.6402809,4.6667145
2013,2013.0,Import,Oman,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",302244.0,,21.0000287,57.0036901,-10.3333333,-53.2
2013,2013.0,Import,Oman,Belize,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",134062.0,,21.0000287,57.0036901,16.8259793,-88.7600927
2013,2013.0,Import,Oman,Myanmar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2239.0,,21.0000287,57.0036901,17.1750495,95.9999652
2013,2013.0,Import,Oman,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",450570.0,,21.0000287,57.0036901,61.0666922,-107.991707
2013,2013.0,Import,Oman,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8247.0,,21.0000287,57.0036901,7.5554942,80.7137847
2013,2013.0,Import,Oman,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48662586.0,,21.0000287,57.0036901,35.000074,104.999927
2013,2013.0,Import,Oman,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3607.0,,21.0000287,57.0036901,45.5643442,17.0118954
2013,2013.0,Import,Oman,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12902.0,,21.0000287,57.0036901,34.9823018,33.1451285
2013,2013.0,Import,Oman,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21568.0,,21.0000287,57.0036901,49.7439047,15.3381061
2013,2013.0,Import,Oman,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",79394.0,,21.0000287,57.0036901,55.670249,10.3333283
2013,2013.0,Import,Oman,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12633083.0,,21.0000287,57.0036901,46.603354,1.8883335
2013,2013.0,Import,Oman,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",55714.0,,21.0000287,57.0036901,11.8145966,42.8453061
2013,2013.0,Import,Oman,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",283130825.0,,21.0000287,57.0036901,51.1638175,10.4478313
2013,2013.0,Import,Oman,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6502.0,,21.0000287,57.0036901,38.9953683,21.9877132
2013,2013.0,Import,Oman,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",235293.0,,21.0000287,57.0036901,22.350627,114.1849161
2013,2013.0,Import,Oman,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",184127.0,,21.0000287,57.0036901,47.1817585,19.5060937
2013,2013.0,Import,Oman,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52536354.0,,21.0000287,57.0036901,-2.4833826,117.8902853
2013,2013.0,Import,Oman,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13524.0,,21.0000287,57.0036901,32.6475314,54.5643516
2013,2013.0,Import,Oman,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",245951.0,,21.0000287,57.0036901,52.865196,-7.9794599
2013,2013.0,Import,Oman,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",51367928.0,,21.0000287,57.0036901,42.6384261,12.674297
2013,2013.0,Import,Oman,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1802.0,,21.0000287,57.0036901,7.9897371,-5.5679458
