yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2021,2021,Export,Oman,World,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,5937604,,,-36.8535712,174.7456809
2021,2021,Export,Oman,Czechia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2,,,,
2021,2021,Export,Oman,Iran,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,23219,,,32.6475314,54.5643516
2021,2021,Export,Oman,Qatar,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,108252,,,25.3336984,51.2295295
2021,2021,Export,Oman,Somalia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,80317,,,8.3676771,49.083416
2021,2021,Export,Oman,United Arab Emirates,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,5503854,,,24.0002488,53.9994829
2021,2021,Export,Oman,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,221958,,,16.3471243,47.8915271
