yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Australia and New Zealand,Oceania,32994,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Central Asia,Asia,156388,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,232128,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,857334,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Egypt,Egypt,51180,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Latin America and the Caribbean,Americas,59550,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,67597,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,2507092,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,South-eastern Asia,Asia,500,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,3240891,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,4378534,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,7768098,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,150282,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,4872181,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,36865648,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Afghanistan, Afghanistan,20247,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Azerbaijan, Azerbaijan,834520,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Bahrain, Bahrain,2650,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Cyprus, Cyprus,341312,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Djibouti, Djibouti,65730,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Georgia, Georgia,5852546,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Iraq, Iraq,2246161,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Israel, Israel,506475,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Jordan, Jordan,211073,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Kuwait, Kuwait,93394,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Lebanon, Lebanon,570691,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Libya, Libya,754,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Mauritania, Mauritania,85691,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Morocco, Morocco,158063,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Qatar, Qatar,22610,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Saudi Arabia, Saudi Arabia,1477938,38.9597594,34.9249653,,
2015,2015,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,1044,38.9597594,34.9249653,,
