yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,373345,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,17540967,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,243876,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,2189,24.0002488,53.9994829,,
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,2352566,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,17449303,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,8170572,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,3352450,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,1566,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,6430531,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,277053,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,1066,24.0002488,53.9994829,,
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1274416,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,25382792,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,116003893,24.0002488,53.9994829,,
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,153,24.0002488,53.9994829,,
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,26381,24.0002488,53.9994829,,
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,7782,24.0002488,53.9994829,,
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,21431,24.0002488,53.9994829,,
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,32266,24.0002488,53.9994829,,
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,248222,24.0002488,53.9994829,,
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,34696,24.0002488,53.9994829,,
2015,2015,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,4678020,24.0002488,53.9994829,,
