yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2006,2006,Import,Cyprus,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,7470
2006,2006,Import,Cyprus,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,265841
2006,2006,Import,Cyprus,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,49453
2006,2006,Import,Cyprus,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,415422
2006,2006,Import,Cyprus,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,7269
2006,2006,Import,Cyprus,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,4585
2006,2006,Import,Cyprus,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,1366107
2006,2006,Import,Cyprus,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,325
2006,2006,Import,Cyprus,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,2968640
2006,2006,Import,Cyprus,11,Products of the milling industry; malt; starches; inulin,World,World,5095480
