yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,40850,28.0000272,2.9999825,37.977378106878206,73.97804075806764
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,12781,28.0000272,2.9999825,,
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,71347,28.0000272,2.9999825,17.925141963241547,-78.01492950057497
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,2309943,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,356782,28.0000272,2.9999825,59.36075159783851,25.01346951967388
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,664,28.0000272,2.9999825,10.528384761701911,103.08333472012376
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,2909,28.0000272,2.9999825,25.499703063807168,75.5024015339642
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,13620573,28.0000272,2.9999825,40.12399607988535,20.742583178432696
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,1567093,28.0000272,2.9999825,26.42921218083572,52.86847103284948
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,9301666,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,World,World,27837439,28.0000272,2.9999825,,
2004,2004,Import,Algeria,11,Products of the milling industry; malt; starches; inulin,Morocco, Morocco,222972,28.0000272,2.9999825,,
