yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,70300,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,55902,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,953,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,18790,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,572,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,901131,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,238506,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,669589,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,599044,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,81157,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,79462,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,216893,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,849698,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,World,World,72081900,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Afghanistan, Afghanistan,3109,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Cyprus, Cyprus,1471,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Jordan, Jordan,84003,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Kuwait, Kuwait,33457,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Morocco, Morocco,665,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Oman, Oman,84457,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Pakistan, Pakistan,57901,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Qatar, Qatar,16537,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,41098460,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,25316122,26.1551249,50.5344606,,
2004,2004,Import,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Yemen, Yemen,1170,26.1551249,50.5344606,,
