yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,580197,,,37.977378106878206,73.97804075806764
2008,2008,Import,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,271220,,,51.67568633314729,27.673469819741847
2008,2008,Import,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Egypt,Egypt,143678,,,,
2008,2008,Import,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,133528,,,17.925141963241547,-78.01492950057497
2008,2008,Import,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,511452,,,10.528384761701911,103.08333472012376
2008,2008,Import,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,896288,,,40.12399607988535,20.742583178432696
2008,2008,Import,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,1772014,,,26.42921218083572,52.86847103284948
2008,2008,Import,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,2017831,,,47.92172048214207,7.866753258497997
2008,2008,Import,Syria,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,7452574,,,,
