yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,185373,30.3308401,71.247499,37.977378106878206,73.97804075806764
2021,2021,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,953594,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2021,2021,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,8098,30.3308401,71.247499,59.36075159783851,25.01346951967388
2021,2021,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,6242,30.3308401,71.247499,40.12399607988535,20.742583178432696
2021,2021,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,689221,30.3308401,71.247499,47.92172048214207,7.866753258497997
2021,2021,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,2436903,30.3308401,71.247499,,
2021,2021,Import,Pakistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,2039,30.3308401,71.247499,,
