yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,59495,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2005,2005,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,96314,26.1551249,50.5344606,,
2005,2005,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,9277,26.1551249,50.5344606,,
2005,2005,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,1915,26.1551249,50.5344606,,
2005,2005,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,22058,26.1551249,50.5344606,,
2005,2005,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,3569,26.1551249,50.5344606,,
