yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Export,Algeria,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5694066.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2009,2009.0,Export,Algeria,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",26172.0,,28.0000272,2.9999825,-24.7761086,134.755
2009,2009.0,Export,Algeria,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",35898.0,,28.0000272,2.9999825,50.6402809,4.6667145
2009,2009.0,Export,Algeria,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",657.0,,28.0000272,2.9999825,35.000074,104.999927
2009,2009.0,Export,Algeria,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5407950.0,,28.0000272,2.9999825,46.603354,1.8883335
2009,2009.0,Export,Algeria,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",69534.0,,28.0000272,2.9999825,51.1638175,10.4478313
2009,2009.0,Export,Algeria,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",16775.0,,28.0000272,2.9999825,48.1012954,66.7780818
2009,2009.0,Export,Algeria,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",812.0,,28.0000272,2.9999825,26.8234472,18.1236723
2009,2009.0,Export,Algeria,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9723.0,,28.0000272,2.9999825,52.2434979,5.6343227
2009,2009.0,Export,Algeria,Niger,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5630.0,,28.0000272,2.9999825,17.7356214,9.3238432
2009,2009.0,Export,Algeria,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3739.0,,28.0000272,2.9999825,39.6621648,-8.1353519
2009,2009.0,Export,Algeria,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21908.0,,28.0000272,2.9999825,24.0002488,53.9994829
2009,2009.0,Export,Algeria,Tunisia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",95268.0,,28.0000272,2.9999825,33.8439408,9.400138
