yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
1999,1999,Export,Cyprus,37,Photographic or cinematographic goods,Australia and New Zealand,Oceania,1043
1999,1999,Export,Cyprus,37,Photographic or cinematographic goods,Central Asia,Asia,6869
1999,1999,Export,Cyprus,37,Photographic or cinematographic goods,Eastern Europe,Europe,2349
1999,1999,Export,Cyprus,37,Photographic or cinematographic goods,Northern Africa,Africa,44712
1999,1999,Export,Cyprus,37,Photographic or cinematographic goods,Northern America,Americas,2663
1999,1999,Export,Cyprus,37,Photographic or cinematographic goods,Northern Europe,Europe,2502
1999,1999,Export,Cyprus,37,Photographic or cinematographic goods,South-eastern Asia,Asia,23889
1999,1999,Export,Cyprus,37,Photographic or cinematographic goods,Southern Europe,Europe,76448
1999,1999,Export,Cyprus,37,Photographic or cinematographic goods,Western Europe,Europe,563720
1999,1999,Export,Cyprus,37,Photographic or cinematographic goods,World,World,846395
