yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Export,Malta,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,19289,35.8885993,14.4476911,51.67568633314729,27.673469819741847
2004,2004,Export,Malta,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,58508,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2004,2004,Export,Malta,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,2,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2004,2004,Export,Malta,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,6087,35.8885993,14.4476911,,
2004,2004,Export,Malta,4,Dairy produce; birds eggs; natural honey;,World,World,213509,35.8885993,14.4476911,,
2004,2004,Export,Malta,4,Dairy produce; birds eggs; natural honey;, Libya, Libya,93431,35.8885993,14.4476911,,
2004,2004,Export,Malta,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,36192,35.8885993,14.4476911,,
