yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,92084,25.6242618,42.3528328,25.499703063807168,75.5024015339642
2005,2005,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,World,World,853048,25.6242618,42.3528328,,
2005,2005,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Bahrain, Bahrain,166819,25.6242618,42.3528328,,
2005,2005,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Kuwait, Kuwait,341913,25.6242618,42.3528328,,
2005,2005,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Qatar, Qatar,61923,25.6242618,42.3528328,,
2005,2005,Re-Export,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Yemen, Yemen,87280,25.6242618,42.3528328,,
