yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,38287,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,61773,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,5779,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,2660,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,188598,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,451318,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,610778,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,38420,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,239255,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,17947,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,7274,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,690946,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,World,World,3614896,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Cyprus, Cyprus,67803,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Kuwait, Kuwait,79479,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Lebanon, Lebanon,18154,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Malta, Malta,10856,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Oman, Oman,12223,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Pakistan, Pakistan,3303,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Qatar, Qatar,47053,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Saudi Arabia, Saudi Arabia,81971,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,615076,26.1551249,50.5344606,,
2005,2005,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Yemen, Yemen,447,26.1551249,50.5344606,,
