yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,218872,31.1667049,36.941628,,
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,107520,31.1667049,36.941628,10.528384761701911,103.08333472012376
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,954638,31.1667049,36.941628,6.06272746187266,22.727528470146083
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,758766,31.1667049,36.941628,26.42921218083572,52.86847103284948
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,6627205,31.1667049,36.941628,,
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,951,31.1667049,36.941628,,
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Djibouti, Djibouti,1400,31.1667049,36.941628,,
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,1892607,31.1667049,36.941628,,
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,72605,31.1667049,36.941628,,
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,588283,31.1667049,36.941628,,
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,62753,31.1667049,36.941628,,
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,815548,31.1667049,36.941628,,
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,State of Palestine, State of Palestine,294334,31.1667049,36.941628,,
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,282862,31.1667049,36.941628,,
2007,2007,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,119817,31.1667049,36.941628,,
