rtTitle,Subregion,rgDesc,TradeValue
Qatar,Afghanistan,Export,2546468
Qatar,Afghanistan,Re-Export,2243911
Qatar,Algeria,Export,11544412
Qatar,Algeria,Re-Export,10815420
Qatar,Armenia,Export,1544
Qatar,Armenia,Re-Export,1544
Qatar,Azerbaijan,Export,391620
Qatar,Azerbaijan,Re-Export,391620
Qatar,Bahrain,Export,73874589
Qatar,Bahrain,Re-Export,21976506
Qatar,Comoros,Export,16264
Qatar,Comoros,Re-Export,16264
Qatar,Cyprus,Export,33034
Qatar,Cyprus,Re-Export,11317
Qatar,Djibouti,Export,12354295
Qatar,Djibouti,Re-Export,662
Qatar,Georgia,Export,24670
Qatar,Georgia,Re-Export,24670
Qatar,Iraq,Export,8152656
Qatar,Iraq,Re-Export,5807974
Qatar,Jordan,Export,73478526
Qatar,Jordan,Re-Export,21363318
Qatar,Kuwait,Export,142571589
Qatar,Kuwait,Re-Export,36240102
Qatar,Lebanon,Export,18270878
Qatar,Lebanon,Re-Export,17492960
Qatar,Libya,Export,10989001
Qatar,Libya,Re-Export,9886464
Qatar,Malta,Export,3554814
Qatar,Malta,Re-Export,3554814
Qatar,Mauritania,Export,6546376
Qatar,Mauritania,Re-Export,652440
Qatar,Morocco,Export,6693399
Qatar,Morocco,Re-Export,424815
Qatar,Oman,Export,160462712
Qatar,Oman,Re-Export,27727793
Qatar,Pakistan,Export,200189929
Qatar,Pakistan,Re-Export,2531183
Qatar,Saudi Arabia,Export,354899043
Qatar,Saudi Arabia,Re-Export,192735083
Qatar,State of Palestine,Export,1176603
Qatar,State of Palestine,Re-Export,20604
Qatar,United Arab Emirates,Export,2635053342
Qatar,United Arab Emirates,Re-Export,305615581
Qatar,World,Export,47999989511
Qatar,World,Re-Export,1166345384
Qatar,Yemen,Export,10075102
Qatar,Yemen,Re-Export,5957870
