yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,172404,25.62,42.35,-16.85099460447687,133.4130365630627
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,3115558,25.62,42.35,37.977378106878206,73.97804075806764
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,134241,25.62,42.35,51.67568633314729,27.673469819741847
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,362690,25.62,42.35,,
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,1195089,25.62,42.35,17.925141963241547,-78.01492950057497
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,8374430,25.62,42.35,43.897683433510366,-100.08947125585888
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,8637573,25.62,42.35,59.36075159783851,25.01346951967388
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,5799571,25.62,42.35,10.528384761701911,103.08333472012376
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,6031222,25.62,42.35,40.12399607988535,20.742583178432696
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,528689,25.62,42.35,26.42921218083572,52.86847103284948
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,20145444,25.62,42.35,47.92172048214207,7.866753258497997
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,57418715,25.62,42.35,,
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,337870,25.62,42.35,,
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,67254,25.62,42.35,,
2005,2005,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,422738,25.62,42.35,,
