yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,489839,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,264,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,50613951,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,26927927,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,18501989,38.9597594,34.9249653,,
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,9762356,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,20342142,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,93219634,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,7565181,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,109260,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,33599641,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,437576,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,59967,38.9597594,34.9249653,,
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,5653,38.9597594,34.9249653,,
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,12388,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,177783122,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,449953251,38.9597594,34.9249653,,
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,5098,38.9597594,34.9249653,,
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,6174,38.9597594,34.9249653,,
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,6790,38.9597594,34.9249653,,
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,263352,38.9597594,34.9249653,,
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,48060,38.9597594,34.9249653,,
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,1708643,38.9597594,34.9249653,,
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,337302,38.9597594,34.9249653,,
2019,2019,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,122224,38.9597594,34.9249653,,
