yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,93767014,28.0000272,2.9999825,-16.85099460447687,133.4130365630627
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,38,28.0000272,2.9999825,39.89317229901691,61.060280637304274
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,278,28.0000272,2.9999825,37.977378106878206,73.97804075806764
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,131152604,28.0000272,2.9999825,51.67568633314729,27.673469819741847
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,4393,28.0000272,2.9999825,,
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,168316225,28.0000272,2.9999825,17.925141963241547,-78.01492950057497
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,26395900,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,47229258,28.0000272,2.9999825,59.36075159783851,25.01346951967388
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,2524232,28.0000272,2.9999825,10.528384761701911,103.08333472012376
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,11355,28.0000272,2.9999825,25.499703063807168,75.5024015339642
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,10598896,28.0000272,2.9999825,40.12399607988535,20.742583178432696
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,1130755,28.0000272,2.9999825,6.06272746187266,22.727528470146083
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,119913,28.0000272,2.9999825,,
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,141306,28.0000272,2.9999825,26.42921218083572,52.86847103284948
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,227112392,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;,World,World,743574370,28.0000272,2.9999825,,
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;, Georgia, Georgia,1598454,28.0000272,2.9999825,,
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,2497034,28.0000272,2.9999825,,
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;, Morocco, Morocco,28252,28.0000272,2.9999825,,
2005,2005,Import,Algeria,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,48879,28.0000272,2.9999825,,
