yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Iraq,World,11.0,Products of the milling industry; malt; starches; inulin,13520.0,,33.0955793,44.1749775,-36.8535712,174.7456809
2010,2010.0,Export,Iraq,United Kingdom,11.0,Products of the milling industry; malt; starches; inulin,6760.0,,33.0955793,44.1749775,54.7023545,-3.2765753
2010,2010.0,Export,Iraq,USA,11.0,Products of the milling industry; malt; starches; inulin,6760.0,,33.0955793,44.1749775,39.7837304,-100.445882
