yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Export,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,26795,40.3936294,47.7872508,47.92172048214207,7.866753258497997
2011,2011,Export,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,28433,40.3936294,47.7872508,,
2011,2011,Export,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Georgia, Georgia,1638,40.3936294,47.7872508,,
