yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,1093683,31.1667049,36.941628,,
2015,2015,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,68715,31.1667049,36.941628,6.06272746187266,22.727528470146083
2015,2015,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,100716,31.1667049,36.941628,,
2015,2015,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1896394,31.1667049,36.941628,26.42921218083572,52.86847103284948
2015,2015,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,8164037,31.1667049,36.941628,,
2015,2015,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,775114,31.1667049,36.941628,,
2015,2015,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,69023,31.1667049,36.941628,,
2015,2015,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,763617,31.1667049,36.941628,,
2015,2015,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2292582,31.1667049,36.941628,,
2015,2015,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,State of Palestine, State of Palestine,408538,31.1667049,36.941628,,
2015,2015,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,25908,31.1667049,36.941628,,
