yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,53,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2003,2003,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;,World,World,112425,26.1551249,50.5344606,,
2003,2003,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,21535,26.1551249,50.5344606,,
2003,2003,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,46838,26.1551249,50.5344606,,
2003,2003,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,30375,26.1551249,50.5344606,,
2003,2003,Re-Export,Bahrain,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,13625,26.1551249,50.5344606,,
