yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Pakistan,World,81.0,Other base metals; cermets; articles thereof,87682.0,,30.3308401,71.247499,-36.8535712,174.7456809
2005,2005.0,Export,Pakistan,Afghanistan,81.0,Other base metals; cermets; articles thereof,50395.0,,30.3308401,71.247499,33.7680065,66.2385139
2005,2005.0,Export,Pakistan,Japan,81.0,Other base metals; cermets; articles thereof,8761.0,,30.3308401,71.247499,36.5748441,139.2394179
2005,2005.0,Export,Pakistan,Rep. of Korea,81.0,Other base metals; cermets; articles thereof,20697.0,,30.3308401,71.247499,,
2005,2005.0,Export,Pakistan,USA,81.0,Other base metals; cermets; articles thereof,7829.0,,30.3308401,71.247499,39.7837304,-100.445882
