,rtTitle,ptTitle,rgDesc,TradeValue
0,Cyprus,Afghanistan,Export,51266.0
1,Cyprus,Afghanistan,Import,61502.0
2,Cyprus,Afghanistan,Re-Export,8214.0
3,Cyprus,Algeria,Export,3329648.0
4,Cyprus,Algeria,Import,87112.0
5,Cyprus,Algeria,Re-Export,29858.0
6,Cyprus,Armenia,Export,609918.0
7,Cyprus,Armenia,Import,1190997.0
8,Cyprus,Armenia,Re-Export,34383.0
9,Cyprus,Azerbaijan,Export,362991.0
10,Cyprus,Azerbaijan,Import,1149644.0
11,Cyprus,Azerbaijan,Re-Export,1015.0
12,Cyprus,Bahrain,Export,2783502.0
13,Cyprus,Bahrain,Import,492511.0
14,Cyprus,Bahrain,Re-Export,829951.0
15,Cyprus,Djibouti,Export,135046.0
16,Cyprus,Djibouti,Re-Export,32852.0
17,Cyprus,Fmr Sudan,Export,7603671.0
18,Cyprus,Fmr Sudan,Import,1452184.0
19,Cyprus,Fmr Sudan,Re-Export,812876.0
20,Cyprus,Georgia,Export,218392.0
21,Cyprus,Georgia,Import,30364487.0
22,Cyprus,Georgia,Re-Export,19359.0
23,Cyprus,Iraq,Export,11654496.0
24,Cyprus,Iraq,Import,9856.0
25,Cyprus,Iraq,Re-Export,317407.0
26,Cyprus,Israel,Export,16190249.0
27,Cyprus,Israel,Import,447710191.0
28,Cyprus,Israel,Re-Export,10263127.0
29,Cyprus,Jordan,Export,16686943.0
30,Cyprus,Jordan,Import,3827667.0
31,Cyprus,Jordan,Re-Export,10179625.0
32,Cyprus,Kuwait,Export,6109680.0
33,Cyprus,Kuwait,Import,14594350.0
34,Cyprus,Kuwait,Re-Export,1380614.0
35,Cyprus,Lebanon,Export,31785870.0
36,Cyprus,Lebanon,Import,26025378.0
37,Cyprus,Lebanon,Re-Export,23606647.0
38,Cyprus,Libya,Export,7971484.0
39,Cyprus,Libya,Import,2534825.0
40,Cyprus,Libya,Re-Export,4573256.0
41,Cyprus,Malta,Export,3398024.0
42,Cyprus,Malta,Import,8935212.0
43,Cyprus,Malta,Re-Export,790304.0
44,Cyprus,Morocco,Export,448516.0
45,Cyprus,Morocco,Import,559140.0
46,Cyprus,Morocco,Re-Export,120369.0
47,Cyprus,Oman,Export,2710139.0
48,Cyprus,Oman,Import,2186471.0
49,Cyprus,Oman,Re-Export,106635.0
50,Cyprus,Pakistan,Export,1754569.0
51,Cyprus,Pakistan,Import,6607652.0
52,Cyprus,Pakistan,Re-Export,610088.0
53,Cyprus,Qatar,Export,1933371.0
54,Cyprus,Qatar,Import,1207722.0
55,Cyprus,Qatar,Re-Export,328796.0
56,Cyprus,Saudi Arabia,Export,13745420.0
57,Cyprus,Saudi Arabia,Import,14697694.0
58,Cyprus,Saudi Arabia,Re-Export,3896580.0
59,Cyprus,State of Palestine,Import,93589.0
60,Cyprus,Syria,Export,13511712.0
61,Cyprus,Syria,Import,13716772.0
62,Cyprus,Syria,Re-Export,11352231.0
63,Cyprus,Turkey,Export,701736.0
64,Cyprus,Turkey,Import,18554698.0
65,Cyprus,Turkey,Re-Export,701553.0
66,Cyprus,United Arab Emirates,Export,39559724.0
67,Cyprus,United Arab Emirates,Import,93077887.0
68,Cyprus,United Arab Emirates,Re-Export,27805776.0
69,Cyprus,World,Export,1546373417.0
70,Cyprus,World,Import,6382106091.0
71,Cyprus,World,Re-Export,1034289920.0
72,Cyprus,Yemen,Export,2529954.0
73,Cyprus,Yemen,Re-Export,1439809.0
