yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Armenia,World,58.0,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1606.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2016,2016.0,Re-Export,Armenia,Germany,58.0,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1534.0,,40.7696272,44.6736646,51.1638175,10.4478313
2016,2016.0,Re-Export,Armenia,"Areas, nes",58.0,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",72.0,,40.7696272,44.6736646,,
