yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,31467,25.62,42.35,6.06272746187266,22.727528470146083
2010,2010,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,114400,25.62,42.35,,
2010,2010,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Bahrain, Bahrain,46667,25.62,42.35,,
2010,2010,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Yemen, Yemen,36267,25.62,42.35,,
