yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2009,2009,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,1608
2009,2009,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Northern Africa,Africa,1105
2009,2009,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,558
2009,2009,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,24295
2009,2009,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,1224481
2009,2009,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,37417
2009,2009,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,3796241
2009,2009,Import,Comoros,11,Products of the milling industry; malt; starches; inulin,World,World,5197228
