yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,264361,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,17988290,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,267706,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,47655,24.0002488,53.9994829,,
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,1145972,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,15881617,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,7541061,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,3403583,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,139293,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,5649189,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,138404,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,106907,24.0002488,53.9994829,,
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1103791,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,23888360,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,101084430,24.0002488,53.9994829,,
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,226003,24.0002488,53.9994829,,
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,519,24.0002488,53.9994829,,
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,5418,24.0002488,53.9994829,,
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Malta, Malta,543892,24.0002488,53.9994829,,
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,73985,24.0002488,53.9994829,,
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,333164,24.0002488,53.9994829,,
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,198,24.0002488,53.9994829,,
2011,2011,Import,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,4174953,24.0002488,53.9994829,,
