yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Export,Malta,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3049.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2020,2020.0,Export,Malta,Germany,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",46.0,,35.8885993,14.4476911,51.1638175,10.4478313
2020,2020.0,Export,Malta,Poland,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",15.0,,35.8885993,14.4476911,52.215933,19.134422
2020,2020.0,Export,Malta,Trinidad and Tobago,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2539.0,,35.8885993,14.4476911,10.7466905,-61.0840075
2020,2020.0,Export,Malta,United Kingdom,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",447.0,,35.8885993,14.4476911,54.7023545,-3.2765753
